id,name,full_name,club,club_slug,nationality,birth_date,height_cm,position,cost,rarity,is_starter,image_url,rb,a,rc,d,rg,v,pc,pl,pa,dl,rm,rf,co,zone_grid
705395-2526,MARTÍN,Gerard Martín,FC Barcelona,fcb,Spain,2002-02-26,186,DF,8,frecuente,false,https://assets.virtuafc.com/players/1094827.webp,3,3,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
411975-2526,KOUNDÉ,Jules Koundé,FC Barcelona,fcb,France,1998-11-12,180,DF,9,rara,true,https://assets.virtuafc.com/players/827212.webp,3,3,,,2,3,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
182712-2526,CANCELO,João Cancelo,FC Barcelona,fcb,Portugal,1994-05-27,182,DF,7,frecuente,false,https://assets.virtuafc.com/players/138892.webp,3,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
1018920-2526,BERNAL,Marc Bernal,FC Barcelona,fcb,Spain,2007-05-26,193,MF,7,frecuente,false,https://assets.virtuafc.com/players/1526618.webp,3,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
636695-2526,CASADÓ,Marc Casadó,FC Barcelona,fcb,Spain,2003-09-14,172,MF,7,frecuente,true,https://assets.virtuafc.com/players/1000483.webp,3,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
683840-2526,PEDRI,Pedri,FC Barcelona,fcb,Spain,2002-11-25,174,MF,11,rara,false,https://assets.virtuafc.com/players/992587.webp,,3,,,3,,3,3,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
326330-2526,JONG,Frenkie de Jong,FC Barcelona,fcb,Netherlands,1997-05-12,181,MF,9,frecuente,false,https://assets.virtuafc.com/players/795222.webp,,2,,,2,,3,3,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
646740-2526,GAVI,Gavi,FC Barcelona,fcb,Spain,2004-08-05,173,MF,8,frecuente,true,https://assets.virtuafc.com/players/1103693.webp,,2,,,2,,3,3,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
636703-2526,LÓPEZ,Fermín López,FC Barcelona,fcb,Spain,2003-05-11,174,MF,10,rara,false,https://assets.virtuafc.com/players/1153270.webp,,,,2,3,,3,2,,3,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
293385-2526,OLMO,Dani Olmo,FC Barcelona,fcb,Spain,1998-05-07,179,MF,9,rara,false,https://assets.virtuafc.com/players/789071.webp,,,,2,3,,3,2,,3,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
411295-2526,RAPHINHA,Raphinha,FC Barcelona,fcb,Brazil,1996-12-14,176,FW,10,rara,false,https://assets.virtuafc.com/players/831005.webp,,,,3,3,3,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
258923-2526,RASHFORD,Marcus Rashford,FC Barcelona,fcb,England,1997-10-31,185,FW,8,frecuente,false,https://assets.virtuafc.com/players/814590.webp,,,,2,3,3,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
937958-2526,YAMAL,Lamine Yamal,FC Barcelona,fcb,Spain,2007-07-13,180,FW,9,rara,true,https://assets.virtuafc.com/players/1402912.webp,,,,3,3,3,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
792331-2526,BARDGHJI,Roony Bardghji,FC Barcelona,fcb,Sweden,2005-11-15,173,FW,7,frecuente,false,https://assets.virtuafc.com/players/1162107.webp,,,,2,2,3,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
398184-2526,TORRES,Ferran Torres,FC Barcelona,fcb,Spain,2000-02-29,182,FW,9,frecuente,false,https://assets.virtuafc.com/players/855833.webp,,,2,3,,2,,,,2,3,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
38253-2526,LEWANDOWSKI,Robert Lewandowski,FC Barcelona,fcb,Poland,1988-08-21,185,FW,8,frecuente,false,https://assets.virtuafc.com/players/41789.webp,,,2,3,,2,,,,2,3,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
262396-2526,SIMÓN,Unai Simón,Athletic Club,ath,Spain,1997-06-11,190,GK,9,rara,false,https://assets.virtuafc.com/players/797291.webp,,,,,,,,,,,,3,2,
834483-2526,PADILLA,Álex Padilla,Athletic Club,ath,Mexico,2003-09-01,190,GK,6,comun,false,https://assets.virtuafc.com/players/1155116.webp,,,,,,,,,,,,2,2,
524000-2526,VIVIAN,Dani Vivian,Athletic Club,ath,Spain,1999-07-05,184,DF,8,frecuente,false,https://assets.virtuafc.com/players/910978.webp,3,3,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
591916-2526,PAREDES,Aitor Paredes,Athletic Club,ath,Spain,2000-04-29,185,DF,7,frecuente,true,https://assets.virtuafc.com/players/959872.webp,3,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
176553-2526,LAPORTE,Aymeric Laporte,Athletic Club,ath,Spain,1994-05-27,191,DF,7,frecuente,false,https://assets.virtuafc.com/players/149734.webp,3,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
255488-2526,ÁLVAREZ,Yeray Álvarez,Athletic Club,ath,Spain,1995-01-24,182,DF,4,comun,false,https://assets.virtuafc.com/players/807648.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
834485-2526,EGILUZ,Unai Egiluz,Athletic Club,ath,Spain,2002-03-19,186,DF,3,comun,false,https://assets.virtuafc.com/players/1391374.webp,2,2,2,,,,,1,1,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
710671-2526,BOIRO,Adama Boiro,Athletic Club,ath,Spain,2002-06-22,183,DF,5,comun,false,https://assets.virtuafc.com/players/1398511.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
61812-2526,BERCHICHE,Yuri Berchiche,Athletic Club,ath,Spain,1990-02-10,181,DF,5,comun,false,https://assets.virtuafc.com/players/84531.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
488626-2526,ARESO,Jesús Areso,Athletic Club,ath,Spain,1999-07-02,182,DF,6,comun,false,https://assets.virtuafc.com/players/910267.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
289255-2526,GOROSABEL,Andoni Gorosabel,Athletic Club,ath,Spain,1996-08-04,174,DF,6,comun,false,https://assets.virtuafc.com/players/866810.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
255501-2526,LEKUE,Iñigo Lekue,Athletic Club,ath,Spain,1993-05-04,180,DF,5,comun,false,https://assets.virtuafc.com/players/801837.webp,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
300168-2526,VESGA,Mikel Vesga,Athletic Club,ath,Spain,1993-04-08,191,MF,5,comun,false,https://assets.virtuafc.com/players/359742.webp,2,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
938729-2526,JAUREGIZAR,Mikel Jauregizar,Athletic Club,ath,Spain,2003-11-13,177,MF,8,frecuente,false,https://assets.virtuafc.com/players/1495844.webp,,2,,,2,,3,3,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
625047-2526,PRADOS,Beñat Prados,Athletic Club,ath,Spain,2001-02-08,180,MF,7,frecuente,true,https://assets.virtuafc.com/players/1012409.webp,,2,,,2,,3,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
834491-2526,REGO,Alejandro Rego,Athletic Club,ath,Spain,2003-06-11,192,MF,5,comun,false,https://assets.virtuafc.com/players/2110897.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
1312698-2526,SÁNCHEZ,Selton Sánchez,Athletic Club,ath,Spain,2007-02-20,185,MF,5,comun,false,https://assets.virtuafc.com/players/1953923.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
126751-2526,GALARRETA,Iñigo Ruiz de Galarreta,Athletic Club,ath,Spain,1993-08-06,175,MF,6,comun,false,https://assets.virtuafc.com/players/96365.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
571020-2526,SANCET,Oihan Sancet,Athletic Club,ath,Spain,2000-04-25,188,MF,8,frecuente,false,https://assets.virtuafc.com/players/966801.webp,,,,2,3,,3,2,,2,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
834752-2526,GÓMEZ,Unai Gómez,Athletic Club,ath,Spain,2003-05-25,183,MF,6,comun,false,https://assets.virtuafc.com/players/1391375.webp,,,,2,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
709187-2526,WILLIAMS,Nico Williams,Athletic Club,ath,Spain,2002-07-12,181,FW,9,frecuente,false,https://assets.virtuafc.com/players/1085400.webp,,,,2,3,3,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
338425-2526,BERENGUER,Álex Berenguer,Athletic Club,ath,Spain,1995-07-04,175,FW,6,comun,false,https://assets.virtuafc.com/players/592012.webp,,,,2,2,2,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
668183-2526,SERRANO,Nico Serrano,Athletic Club,ath,Spain,2003-03-05,176,FW,4,comun,false,https://assets.virtuafc.com/players/1019318.webp,,,,2,2,2,2,,,,1,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
255508-2526,WILLIAMS,Iñaki Williams,Athletic Club,ath,Ghana,1994-06-15,186,FW,7,frecuente,false,https://assets.virtuafc.com/players/783374.webp,,,,2,2,3,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
563137-2526,NAVARRO,Robert Navarro,Athletic Club,ath,Spain,2002-04-12,178,FW,6,comun,false,https://assets.virtuafc.com/players/944165.webp,,,,2,2,2,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
340205-2526,GURUZETA,Gorka Guruzeta,Athletic Club,ath,Spain,1996-09-12,188,FW,6,comun,false,https://assets.virtuafc.com/players/605672.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
1054934-2526,SANNADI,Maroan Sannadi,Athletic Club,ath,Morocco,2001-02-01,192,FW,6,comun,false,https://assets.virtuafc.com/players/1520799.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
610622-2526,IZETA,Urko Izeta,Athletic Club,ath,Spain,1999-09-29,175,FW,4,comun,false,https://assets.virtuafc.com/players/1430667.webp,,,2,2,,1,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
625014-2526,AGIRREZABALA,Julen Agirrezabala,Valencia CF,val,Spain,2000-12-26,187,GK,8,frecuente,false,https://assets.virtuafc.com/players/1014412.webp,,,,,,,,,,,,3,2,
165467-2526,DIMITRIEVSKI,Stole Dimitrievski,Valencia CF,val,North Macedonia,1993-12-25,188,GK,6,comun,false,https://assets.virtuafc.com/players/97951.webp,,,,,,,,,,,,2,2,
398131-2526,RIVERO,Cristian Rivero,Valencia CF,val,Spain,1998-03-21,188,GK,2,comun,true,https://assets.virtuafc.com/players/914744.webp,,,,,,,,,,,,2,1,
707274-2526,TÁRREGA,César Tárrega,Valencia CF,val,Spain,2002-02-26,194,DF,7,frecuente,false,https://assets.virtuafc.com/players/996928.webp,3,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
520840-2526,COPETE,José Copete,Valencia CF,val,Spain,1999-10-10,190,DF,6,comun,false,https://assets.virtuafc.com/players/913695.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
338285-2526,NÚÑEZ,Unai Núñez,Valencia CF,val,Spain,1997-01-30,186,DF,5,comun,false,https://assets.virtuafc.com/players/892521.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
298583-2526,CÖMERT,Eray Cömert,Valencia CF,val,Switzerland,1998-02-04,183,DF,5,comun,false,https://assets.virtuafc.com/players/814023.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
346289-2526,DIAKHABY,Mouctar Diakhaby,Valencia CF,val,Guinea,1996-12-19,192,DF,5,comun,false,https://assets.virtuafc.com/players/797306.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
221322-2526,GAYÀ,José Gayà,Valencia CF,val,Spain,1995-05-25,172,DF,6,comun,false,https://assets.virtuafc.com/players/227922.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
623024-2526,VÁZQUEZ,Jesús Vázquez,Valencia CF,val,Spain,2003-01-02,182,DF,5,comun,false,https://assets.virtuafc.com/players/996929.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
367466-2526,CORREIA,Thierry Correia,Valencia CF,val,Portugal,1999-03-09,176,DF,5,comun,false,https://assets.virtuafc.com/players/851282.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
268642-2526,SARAVIA,Renzo Saravia,Valencia CF,val,Argentina,1993-06-16,178,DF,5,comun,false,https://assets.virtuafc.com/players/345195.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
170472-2526,FOULQUIER,Dimitri Foulquier,Valencia CF,val,Guadeloupe,1993-03-23,183,DF,5,comun,false,https://assets.virtuafc.com/players/151138.webp,2,2,,,1,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
328480-2526,PEPELU,Pepelu,Valencia CF,val,Spain,1998-08-11,186,MF,6,comun,false,https://assets.virtuafc.com/players/826948.webp,2,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
342385-2526,RODRÍGUEZ,Guido Rodríguez,Valencia CF,val,Argentina,1994-04-12,185,MF,6,comun,false,https://assets.virtuafc.com/players/609752.webp,2,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
285323-2526,SANTAMARIA,Baptiste Santamaria,Valencia CF,val,France,1995-03-09,183,MF,6,comun,false,https://assets.virtuafc.com/players/344751.webp,2,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
834764-2526,GUERRA,Javi Guerra,Valencia CF,val,Spain,2003-05-13,187,MF,8,frecuente,false,https://assets.virtuafc.com/players/1122610.webp,,2,,,2,,3,3,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
394236-2526,UGRINIC,Filip Ugrinic,Valencia CF,val,Switzerland,1999-01-05,184,MF,6,comun,true,https://assets.virtuafc.com/players/857482.webp,,2,,,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false]]"
375382-2526,ALMEIDA,André Almeida,Valencia CF,val,Portugal,2000-05-30,176,MF,6,comun,false,https://assets.virtuafc.com/players/845693.webp,,,,2,2,,2,2,,2,,,,"[[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
518644-2526,RAMAZANI,Largie Ramazani,Valencia CF,val,Belgium,2001-02-27,168,FW,6,comun,false,https://assets.virtuafc.com/players/909966.webp,,,,2,2,2,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
355861-2526,DANJUMA,Arnaut Danjuma,Valencia CF,val,Netherlands,1997-01-31,178,FW,6,comun,false,https://assets.virtuafc.com/players/827064.webp,,,,2,2,2,2,,,,2,,,"[[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
617081-2526,LÓPEZ,Diego López,Valencia CF,val,Spain,2002-05-13,172,FW,7,frecuente,true,https://assets.virtuafc.com/players/998950.webp,,,,2,2,3,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
278837-2526,RIOJA,Luis Rioja,Valencia CF,val,Spain,1993-10-16,176,FW,5,comun,false,https://assets.virtuafc.com/players/900433.webp,,,,2,2,2,2,,,,2,,,"[[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
413262-2526,RABA,Dani Raba,Valencia CF,val,Spain,1995-10-29,185,FW,5,comun,false,https://assets.virtuafc.com/players/873947.webp,,,,2,2,,1,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
573775-2526,DURO,Hugo Duro,Valencia CF,val,Spain,1999-11-10,177,FW,7,frecuente,false,https://assets.virtuafc.com/players/909119.webp,,,2,2,,2,,,,2,3,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
628366-2526,BELTRÁN,Lucas Beltrán,Valencia CF,val,Argentina,2001-03-29,176,FW,6,comun,false,https://assets.virtuafc.com/players/962029.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
337715-2526,SADIQ,Umar Sadiq,Valencia CF,val,Nigeria,1997-02-02,191,FW,6,comun,false,https://assets.virtuafc.com/players/754710.webp,,,2,2,,2,,,,2,2,,,"[[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false]]"
124419-2526,VLACHODIMOS,Odysseas Vlachodimos,Sevilla FC,sev,Greece,1994-04-26,191,GK,7,frecuente,true,https://assets.virtuafc.com/players/138149.webp,,,,,,,,,,,,3,2,
73517-2526,NYLAND,Ørjan Nyland,Sevilla FC,sev,Norway,1990-09-10,192,GK,6,comun,false,https://assets.virtuafc.com/players/22209.webp,,,,,,,,,,,,2,2,
766583-2526,SALAS,Kike Salas,Sevilla FC,sev,Spain,2002-04-23,188,DF,6,comun,false,https://assets.virtuafc.com/players/1097719.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
439022-2526,MARCÃO,Marcão,Sevilla FC,sev,Brazil,1996-06-05,185,DF,5,comun,false,https://assets.virtuafc.com/players/840951.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
155025-2526,CARDOSO,Fábio Cardoso,Sevilla FC,sev,Portugal,1994-04-19,187,DF,5,comun,false,https://assets.virtuafc.com/players/252815.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
719999-2526,CASTRÍN,Andrés Castrín,Sevilla FC,sev,Spain,2003-05-26,188,DF,4,comun,false,https://assets.virtuafc.com/players/1428699.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
538996-2526,NIANZOU,Tanguy Nianzou,Sevilla FC,sev,France,2002-06-07,191,DF,4,comun,false,https://assets.virtuafc.com/players/1003007.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
57500-2526,AZPILICUETA,César Azpilicueta,Sevilla FC,sev,Spain,1989-08-28,178,DF,5,comun,false,https://assets.virtuafc.com/players/21555.webp,2,2,2,,,,,2,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
660735-2526,GATTONI,Federico Gattoni,Sevilla FC,sev,Argentina,1999-02-16,183,DF,4,comun,false,https://assets.virtuafc.com/players/941464.webp,2,2,2,,,,,1,2,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false]]"
385105-2526,SUAZO,Gabriel Suazo,Sevilla FC,sev,Chile,1997-08-09,178,DF,6,comun,false,https://assets.virtuafc.com/players/818986.webp,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
1032280-2526,OSO,Oso,Sevilla FC,sev,Spain,2003-07-09,183,DF,6,comun,false,,2,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[true,true,false,false,false],[true,true,false,false,false],[true,true,false,false,false]]"
676042-2526,SÁNCHEZ,Juanlu Sánchez,Sevilla FC,sev,Spain,2003-08-15,186,DF,7,frecuente,true,https://assets.virtuafc.com/players/1010655.webp,3,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
711625-2526,CARMONA,José Ángel Carmona,Sevilla FC,sev,Spain,2002-01-29,184,DF,7,frecuente,false,https://assets.virtuafc.com/players/1015240.webp,3,2,,,2,2,2,,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,false,false,true,true],[false,false,false,true,true],[false,false,false,true,true]]"
569384-2526,AGOUMÉ,Lucien Agoumé,Sevilla FC,sev,France,2002-02-09,185,MF,7,frecuente,false,https://assets.virtuafc.com/players/960006.webp,3,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
395234-2526,MENDY,Batista Mendy,Sevilla FC,sev,France,2000-01-12,191,MF,6,comun,true,https://assets.virtuafc.com/players/859021.webp,3,2,,,2,,2,2,,,,,,"[[false,false,false,false,false],[false,false,false,false,false],[false,false,false,false,false],[false,true,true,true,false],[false,true,true,true,false],[false,false,false,false,false]]"
